angry,disgust,fear,happy,neutral,sad,suprise
C:\Users\saikr\Desktop\data\train\angry\Training_43780329.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_43967346.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_24668058.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_35660596.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_37999135.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_57057605.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_43801995.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_43974049.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_24681488.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_35661349.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38024111.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_57063442.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_43822900.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_43984897.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_24725376.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_35689242.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38033922.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_57090147.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_43928199.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_44010320.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_24726323.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_35730196.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38045490.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_57103849.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_43954708.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_44102527.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_24735319.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_35772434.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38060810.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_57151877.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_43991673.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_44286375.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_24751535.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_35775479.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38069000.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_57315245.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44016917.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_44313188.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_24757308.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_35778572.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38086031.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_57381653.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44019301.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_44381825.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_24762417.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_35791071.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38094415.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_57385265.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44044013.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_44458548.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_24769353.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_35810563.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38096816.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_57385372.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44100114.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_44487221.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_24786642.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_35872293.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38173681.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_57411377.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44104008.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_44496527.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_24796208.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_35896417.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38177207.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_57516805.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44106194.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_44502752.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_24807064.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_35960383.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38203284.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_57568101.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44136391.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_44536177.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_24815971.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_35965677.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38208810.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_57636357.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44208877.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_44594025.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_24820217.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_35977046.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38235057.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_57669898.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44237297.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_44639499.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_24831449.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_35996045.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38241231.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_57670592.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44268371.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_44651754.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_24840636.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_36016853.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38243431.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_57745831.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44272003.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_44733527.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_24844708.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_36034734.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38247835.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_57776918.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44277429.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_44742348.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_24865779.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_36047037.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38252232.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_57815586.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44301466.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_44742935.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_24869680.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_36057012.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38254537.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_57840446.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44359472.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_44755705.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_24881869.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_36113965.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38280677.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_57851191.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44360127.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_44773160.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_24882669.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_36114874.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38314936.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_57891799.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44379009.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_44793461.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_24884940.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_36159814.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38345550.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_57896105.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44436540.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_44816489.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_24908977.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_36179932.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38391586.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_57898899.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44453768.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_44823428.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_24910075.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_36190812.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38444438.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_57909875.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44463995.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_44857997.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_24931057.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_36204082.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38458579.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_57979378.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44516923.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_44858384.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_24937219.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_36209293.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38472490.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_57994832.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44556203.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_44872441.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_24953497.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_36220202.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38491954.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_58028329.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44568826.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_44894574.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_24967509.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_36234247.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38501488.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_58053914.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44594027.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_44906598.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_24974993.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_36249494.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38507032.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_58058978.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44619976.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_44919255.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_24976397.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_36287066.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38511701.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_58065706.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44626307.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_44921576.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25005314.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_36335673.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38539273.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_58143297.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44639059.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_44984678.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25013383.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_36368816.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38618684.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_58145663.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44656949.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_44994674.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25025361.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_36373114.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38627931.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_58164869.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44670278.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_45011308.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25028949.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_36376674.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38640579.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_58174515.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44695606.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_45089636.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25041891.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_36424946.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38643881.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_58183233.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44719671.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_45107042.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25042313.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_36473538.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38677003.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_58189498.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44723169.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_45109091.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25044657.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_36486984.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38682719.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_58206535.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44734317.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_45123910.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25049189.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_36501565.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38693087.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_58210379.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44759523.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_45133587.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25057109.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_36536472.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38700132.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_58227009.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44830316.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_45169596.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25070988.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_36657739.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38706150.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_58240113.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44888941.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_45169609.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25088128.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_36668188.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38714052.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_58247060.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44893948.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_45220026.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25089519.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_36688403.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38725531.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_58363387.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44898129.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_45234687.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25091675.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_36689712.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38729783.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_58375912.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44917679.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_45246349.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25091944.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_36690035.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38735626.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_58428434.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44947321.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_45261254.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25101042.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_36702800.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38751851.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_58512221.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44951243.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_45265549.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25118237.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_36732461.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38798348.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_58544937.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_44988268.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_45268022.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25178834.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_36737231.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38798363.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_58563462.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_45019354.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_45282172.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25184507.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_36741317.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38806645.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_58589883.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_45054060.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_45339535.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25185724.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_36781561.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38812533.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_58597460.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_45060957.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_45350127.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25192025.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_36852253.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38844370.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_58622969.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_45088933.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_45377175.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25207387.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_36950078.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38844552.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_58623873.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_45101982.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_45384911.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25212246.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_36986471.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38845600.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_58627068.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_45102440.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_45386023.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25212848.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_36998606.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38922483.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_58698151.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_45111651.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_45389403.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25224864.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_37024304.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38936334.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_58725404.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_45182943.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_45403275.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25236664.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_37064209.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38942185.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_58727962.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_45214632.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_45417514.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25237267.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_37066382.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38960600.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_58783926.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_45215094.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_45432140.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25249057.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_37073364.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38966349.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_58802004.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_45216401.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_45486873.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25263858.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_37127892.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38973699.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_58860112.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_45229098.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_45488765.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25269203.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_37180719.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_38982973.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_58877495.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_45304387.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_45492129.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25274142.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_37218163.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_39010075.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_58915379.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_45317851.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_45517207.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25286867.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_37220536.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_39018855.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_58949905.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_45347395.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_45559587.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25288636.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_37246475.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_39027476.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_58969786.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_45362636.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_45602495.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25289764.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_37250784.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_39065621.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_59003832.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_45371632.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_45608296.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25296282.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_37317961.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_39089705.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_59014955.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_45374079.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_45629821.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25300715.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_37319440.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_39098381.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_59034318.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_45379376.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_45649512.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25303233.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_37369361.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_39105365.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_59052875.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_45393503.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_45753494.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25308101.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_37381210.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_39115350.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_59054723.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_45416832.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_45793674.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25309700.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_37387460.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_39123363.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_59099538.jpg
C:\Users\saikr\Desktop\data\train\angry\Training_45492311.jpg,,C:\Users\saikr\Desktop\data\train\fear\Training_45817788.jpg,C:\Users\saikr\Desktop\data\train\happy\Training_25318212.jpg,C:\Users\saikr\Desktop\data\train\neutral\Training_37409223.jpg,C:\Users\saikr\Desktop\data\train\sad\Training_39135860.jpg,C:\Users\saikr\Desktop\data\train\surprise\Training_59119116.jpg
